category,title,cash_price,link,store,created_at
notebooks,"Notebook Hp 250 G8 Core i5 1135G7 16Gb Ssd M2 480Gb 15.6"" Win11",586539.0,https://www.mexx.com.ar/productos-rubro/notebooks/45705-notebook-hp-250-g8-core-i5-1135g7-16gb-ssd-m2-480gb-15.6-win11#.html,mexx,2023-09-04 10:43:22
notebooks,"Notebook Hp 250 G8 Core i5 1135G7 16Gb Ssd M2 960Gb 15.6"" Win11",635539.0,https://www.mexx.com.ar/productos-rubro/notebooks/45709-notebook-hp-250-g8-core-i5-1135g7-16gb-ssd-m2-960gb-15.6-win11#.html,mexx,2023-09-04 10:43:22
notebooks,"Notebook Hp 250 G8 Core i5 1135G7 32Gb 256Gb 15.6"" Win11",596539.0,https://www.mexx.com.ar/productos-rubro/notebooks/45708-notebook-hp-250-g8-core-i5-1135g7-32gb-256gb-15.6-win11#.html,mexx,2023-09-04 10:43:22
notebooks,"Notebook Hp 250 G8 Core i5 1135G7 32Gb Ssd M2 480Gb 15.6"" Win11",618539.0,https://www.mexx.com.ar/productos-rubro/notebooks/45710-notebook-hp-250-g8-core-i5-1135g7-32gb-ssd-m2-480gb-15.6-win11#.html,mexx,2023-09-04 10:43:22
notebooks,"Notebook Hp 250 G8 Core i5 1135G7 32Gb Ssd M2 960Gb 15.6"" Win11",667539.0,https://www.mexx.com.ar/productos-rubro/notebooks/45711-notebook-hp-250-g8-core-i5-1135g7-32gb-ssd-m2-960gb-15.6-win11#.html,mexx,2023-09-04 10:43:22
notebooks,"Notebook Hp 240 G8 Core i5 1135G7 8Gb Ssd 512 Gb 14"" W11",723999.0,https://www.mexx.com.ar/productos-rubro/notebooks/43283-notebook-hp-240-g8-core-i5-1135g7-8gb-ssd-512-gb-14-w11.html,mexx,2023-09-04 10:43:22
notebooks,"Notebook Hp 240 G8 Core i5 1135G7 8Gb Ssd M2 960Gb 14"" W11 ",772989.0,https://www.mexx.com.ar/productos-rubro/notebooks/46202-notebook-hp-240-g8-core-i5-1135g7-8gb-ssd-m2-960gb-14-w11-#.html,mexx,2023-09-04 10:43:22
notebooks,"Notebook Hp 240 G8 Core i5 1135G7 16Gb Ssd 512Gb 14"" Win11 ",743989.0,https://www.mexx.com.ar/productos-rubro/notebooks/43457-notebook-hp-240-g8-core-i5-1135g7-16gb-ssd-512gb-14-win11-#.html,mexx,2023-09-04 10:43:22
notebooks,"Notebook Hp 240 G8 Core i5 1135G7 16Gb Ssd M2 960Gb 14"" Win11 ",792989.0,https://www.mexx.com.ar/productos-rubro/notebooks/46203-notebook-hp-240-g8-core-i5-1135g7-16gb-ssd-m2-960gb-14-win11-#.html,mexx,2023-09-04 10:43:22
notebooks,"Notebook Hp 240 G8 Core i5 1135G7 24Gb Ssd 512Gb 14"" Win11 ",759989.0,https://www.mexx.com.ar/productos-rubro/notebooks/43458-notebook-hp-240-g8-core-i5-1135g7-24gb-ssd-512gb-14-win11-#.html,mexx,2023-09-04 10:43:22
notebooks,"Notebook Hp 240 G8 Core i5 1135G7 24Gb Ssd 960Gb 14"" Win11 ",808989.0,https://www.mexx.com.ar/productos-rubro/notebooks/46205-notebook-hp-240-g8-core-i5-1135g7-24gb-ssd-960gb-14-win11-#.html,mexx,2023-09-04 10:43:22
notebooks,"Notebook Hp 240 G8 Core i5 1135G7 32Gb Ssd 512Gb 14"" Win11 ",775989.0,https://www.mexx.com.ar/productos-rubro/notebooks/43459-notebook-hp-240-g8-core-i5-1135g7-32gb-ssd-512gb-14-win11-#.html,mexx,2023-09-04 10:43:22
notebooks,"Notebook Hp 240 G8 Core i5 1135G7 32Gb Ssd M2 960Gb 14"" Win11 ",824989.0,https://www.mexx.com.ar/productos-rubro/notebooks/46204-notebook-hp-240-g8-core-i5-1135g7-32gb-ssd-m2-960gb-14-win11-#.html,mexx,2023-09-04 10:43:22
notebooks,"Notebook Lenovo Yoga Slim 7 14ACN6 Ryzen 5 8Gb Ssd 512Gb 14"" W11",639999.0,https://www.mexx.com.ar/productos-rubro/notebooks/46039-notebook-lenovo-yoga-slim-7-14acn6-ryzen-5-8gb-ssd-512gb-14-w11.html,mexx,2023-09-04 10:43:22
notebooks,"Notebook Lenovo Yoga Slim Core i5-1235U 16Gb Ssd 512Gb 14"" W11",839919.0,https://www.mexx.com.ar/productos-rubro/notebooks/46038-notebook-lenovo-yoga-slim-core-i5-1235u-16gb-ssd-512gb-14-w11.html,mexx,2023-09-04 10:43:22
notebooks,"Notebook Lenovo Yoga Slim Core i5-1235U 16Gb Ssd M2 980Gb 14"" W11 ",888909.0,https://www.mexx.com.ar/productos-rubro/notebooks/46225-notebook-lenovo-yoga-slim-core-i5-1235u-16gb-ssd-m2-980gb-14-w11-#.html,mexx,2023-09-04 10:43:22
notebooks,"Notebook Lenovo IdeaPad 1 Ryzen 3 3250U 8Gb Ssd 256Gb 14""",399999.0,https://www.mexx.com.ar/productos-rubro/notebooks/46112-notebook-lenovo-ideapad-1-ryzen-3-3250u-8gb-ssd-256gb-14.html,mexx,2023-09-04 10:43:22
notebooks,"Notebook Lenovo IdeaPad 1 Ryzen 5 3500U 8Gb Ssd 256Gb 14""",448999.0,https://www.mexx.com.ar/productos-rubro/notebooks/46113-notebook-lenovo-ideapad-1-ryzen-5-3500u-8gb-ssd-256gb-14.html,mexx,2023-09-04 10:43:22
notebooks,"Notebook Lenovo IdeaPad 1 Ryzen 5 3500U 8Gb Ssd 512Gb 14""",458999.0,https://www.mexx.com.ar/productos-rubro/notebooks/46114-notebook-lenovo-ideapad-1-ryzen-5-3500u-8gb-ssd-512gb-14.html,mexx,2023-09-04 10:43:22
notebooks,"Notebook Lenovo IdeaPad 1 Ryzen 7 3700U 8Gb Ssd 512Gb 15""",594999.0,https://www.mexx.com.ar/productos-rubro/notebooks/46116-notebook-lenovo-ideapad-1-ryzen-7-3700u-8gb-ssd-512gb-15.html,mexx,2023-09-04 10:43:22
notebooks,"Notebook Lenovo IdeaPad 3 Celeron N4120 4Gb Ssd 256Gb 15"" W11",391999.0,https://www.mexx.com.ar/productos-rubro/notebooks/46117-notebook-lenovo-ideapad-3-celeron-n4120-4gb-ssd-256gb-15-w11.html,mexx,2023-09-04 10:43:22
notebooks,"Notebook Lenovo IdeaPad 1 Celeron N4120 4Gb Ssd 128Gb 14"" W11",308999.0,https://www.mexx.com.ar/productos-rubro/notebooks/46115-notebook-lenovo-ideapad-1-celeron-n4120-4gb-ssd-128gb-14-w11.html,mexx,2023-09-04 10:43:22
